a_a(a)	aN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "a", "0", "a", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0"]	0	AN
["0", "0", "0", "0", "0"]	0	AN
["0", "0"]	0	AN
["0", "0"]	0	AN
["0", "a", "0"]	0	AN
["0", "a", "0"]	0	AN
["0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "a", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "a", "0", "a", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0"]	0	AN
["0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0"]	0	AN
["0", "0", "a", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "a", "0", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "a", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "a", "0", "a", "0", "0", "a", "a", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "0"]	0	AN
["0", "0", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "a", "0", "a", "0", "a", "0", "0", "a", "a", "0", "a", "0", "a", "0", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "a", "0", "a", "0", "0", "a", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "a", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "a", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "a", "0", "0"]	0	AN
["0", "0", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "a", "a", "0", "0", "a", "a", "0"]	0	AN
["0", "0", "0", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "a", "0", "a", "0", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "a", "0", "a", "a", "0", "0", "a", "0", "0", "a", "0", "0", "a", "a", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "a", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "a", "a", "0", "0", "0", "0", "0", "a", "0", "a", "0", "0", "0", "0", "0", "0", "a", "a", "0", "0", "a", "a", "0", "0", "a", "0", "a", "0", "a", "0", "0", "0", "0", "0", "a", "0", "0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0"]	0	AN
["0", "0", "0", "0"]	0	AN
["0", "0", "0", "0", "0", "0", "a", "a", "0"]	0	AN
["0", "0", "0", "a", "0", "a", "0"]	0	AN
["0", "0", "0", "a", "0", "0", "0", "a", "0", "0", "0", "0"]	0	AN
